"munResCod";"munResStatus";"munResTipo";"munResNome";"munResUf";"munResLat";"munResLon";"munResAlt";"munResArea"
421565;"ATIVO";"MUNIC";"Santa Rosa do Sul";"Santa Catarina";-29,13529;-49,71763;19;151,03
421567;"ATIVO";"MUNIC";"Santa Terezinha";"Santa Catarina";-26,78098;-50,00553;604;715,263
421568;"ATIVO";"MUNIC";"Santa Terezinha do Progresso";"Santa Catarina";-26,61978;-53,19985;420;118,805
421569;"ATIVO";"MUNIC";"Santiago do Sul";"Santa Catarina";-26,63481;-52,67595;449;73,836
421570;"ATIVO";"MUNIC";"Santo Amaro da Imperatriz";"Santa Catarina";-27,68975;-48,78024;38;344,049
421575;"ATIVO";"MUNIC";"São Bernardino";"Santa Catarina";-26,47328;-52,96554;599;149,02
421580;"ATIVO";"MUNIC";"São Bento do Sul";"Santa Catarina";-26,24949;-49,38698;860;501,634
421590;"ATIVO";"MUNIC";"São Bonifácio";"Santa Catarina";-27,8965;-48,92931;422;460,364
421600;"ATIVO";"MUNIC";"São Carlos";"Santa Catarina";-27,07864;-53,01739;293;161,292
421605;"ATIVO";"MUNIC";"São Cristovão do Sul";"Santa Catarina";-27,28295;-50,43463;1068;351,1
421610;"ATIVO";"MUNIC";"São Domingos";"Santa Catarina";-26,55783;-52,53723;621;367,203
421620;"ATIVO";"MUNIC";"São Francisco do Sul";"Santa Catarina";-26,24402;-48,63757;28;498,646
421625;"ATIVO";"MUNIC";"São João do Oeste";"Santa Catarina";-27,09748;-53,59597;338;163,304
421630;"ATIVO";"MUNIC";"São João Batista";"Santa Catarina";-27,29588;-48,857;24;200,582
421635;"ATIVO";"MUNIC";"São João do Itaperiú";"Santa Catarina";-26,61745;-48,76777;20;151,42
421640;"ATIVO";"MUNIC";"São João do Sul";"Santa Catarina";-29,22348;-49,80657;10;183,358
421650;"ATIVO";"MUNIC";"São Joaquim";"Santa Catarina";-28,29471;-49,93674;1341;1892,256
421660;"ATIVO";"MUNIC";"São José";"Santa Catarina";-27,59031;-48,61602;17;150,453
421670;"ATIVO";"MUNIC";"São José do Cedro";"Santa Catarina";-26,45606;-53,50012;709;281,029
421680;"ATIVO";"MUNIC";"São José do Cerrito";"Santa Catarina";-27,66859;-50,58139;881;944,917
421690;"ATIVO";"MUNIC";"São Lourenço do Oeste";"Santa Catarina";-26,35519;-52,85133;885;356,316
421700;"ATIVO";"MUNIC";"São Ludgero";"Santa Catarina";-28,3269;-49,17568;51;107,663
421710;"ATIVO";"MUNIC";"São Martinho";"Santa Catarina";-28,1645;-48,97779;38;223,889
421715;"ATIVO";"MUNIC";"São Miguel da Boa Vista";"Santa Catarina";-26,69448;-53,25456;442;71,405
421720;"ATIVO";"MUNIC";"São Miguel do Oeste";"Santa Catarina";-26,72643;-53,51884;644;234,055
421725;"ATIVO";"MUNIC";"São Pedro de Alcântara";"Santa Catarina";-27,56717;-48,78767;211;140,016
421730;"ATIVO";"MUNIC";"Saudades";"Santa Catarina";-26,91976;-52,99557;464;206,596
421740;"ATIVO";"MUNIC";"Schroeder";"Santa Catarina";-26,42098;-49,07326;35;164,382
421750;"ATIVO";"MUNIC";"Seara";"Santa Catarina";-27,1457;-52,30285;674;310,982
421755;"ATIVO";"MUNIC";"Serra Alta";"Santa Catarina";-26,72477;-53,04628;653;92,348
421760;"ATIVO";"MUNIC";"Siderópolis";"Santa Catarina";-28,5951;-49,42054;131;261,664
421770;"ATIVO";"MUNIC";"Sombrio";"Santa Catarina";-29,10913;-49,63421;12;143,329
421775;"ATIVO";"MUNIC";"Sul Brasil";"Santa Catarina";-26,73694;-52,9642;407;112,872
421780;"ATIVO";"MUNIC";"Taió";"Santa Catarina";-27,11794;-50,0051;346;692,883
421790;"ATIVO";"MUNIC";"Tangará";"Santa Catarina";-27,10101;-51,24591;685;388,384
421795;"ATIVO";"MUNIC";"Tigrinhos";"Santa Catarina";-26,68947;-53,15754;634;57,944
421800;"ATIVO";"MUNIC";"Tijucas";"Santa Catarina";-27,23945;-48,63207;3;279,578
421810;"ATIVO";"MUNIC";"Timbé do Sul";"Santa Catarina";-28,83252;-49,84412;123;330,089
421820;"ATIVO";"MUNIC";"Timbó";"Santa Catarina";-26,8229;-49,27771;71;127,405
421825;"ATIVO";"MUNIC";"Timbó Grande";"Santa Catarina";-26,61783;-50,67467;959;598,473
421830;"ATIVO";"MUNIC";"Três Barras";"Santa Catarina";-26,1141;-50,30542;788;437,556
421835;"ATIVO";"MUNIC";"Treviso";"Santa Catarina";-28,51848;-49,45593;152;157,084
421840;"ATIVO";"MUNIC";"Treze de Maio";"Santa Catarina";-28,55814;-49,14482;187;161,671
421850;"ATIVO";"MUNIC";"Treze Tílias";"Santa Catarina";-26,99854;-51,41467;796;186,638
421860;"ATIVO";"MUNIC";"Trombudo Central";"Santa Catarina";-27,30302;-49,79248;355;108,617
421870;"ATIVO";"MUNIC";"Tubarão";"Santa Catarina";-28,48003;-49,00527;16;301,755
421875;"ATIVO";"MUNIC";"Tunápolis";"Santa Catarina";-26,97222;-53,64146;420;133,228
421880;"ATIVO";"MUNIC";"Turvo";"Santa Catarina";-28,92475;-49,68087;29;235,517
421885;"ATIVO";"MUNIC";"União do Oeste";"Santa Catarina";-26,76174;-52,8515;454;92,617
421890;"ATIVO";"MUNIC";"Urubici";"Santa Catarina";-28,00455;-49,58821;907;1017,635
421895;"ATIVO";"MUNIC";"Urupema";"Santa Catarina";-27,95269;-49,87321;1345;350,037
421900;"ATIVO";"MUNIC";"Urussanga";"Santa Catarina";-28,51997;-49,31911;47;254,869
421910;"ATIVO";"MUNIC";"Vargeão";"Santa Catarina";-26,86398;-52,15411;896;166,648
421915;"ATIVO";"MUNIC";"Vargem";"Santa Catarina";-27,48997;-50,97815;778;350,151
421917;"ATIVO";"MUNIC";"Vargem Bonita";"Santa Catarina";-27,00324;-51,74474;933;298,498
421920;"ATIVO";"MUNIC";"Vidal Ramos";"Santa Catarina";-27,39578;-49,36822;362;342,887
421930;"ATIVO";"MUNIC";"Videira";"Santa Catarina";-27,00613;-51,15171;719;384,521
421935;"ATIVO";"MUNIC";"Vitor Meireles";"Santa Catarina";-26,88158;-49,83075;384;370,521
421940;"ATIVO";"MUNIC";"Witmarsum";"Santa Catarina";-26,92674;-49,8042;400;151,984
421950;"ATIVO";"MUNIC";"Xanxerê";"Santa Catarina";-26,87458;-52,40467;788;377,764
421960;"ATIVO";"MUNIC";"Xavantina";"Santa Catarina";-27,07025;-52,34285;517;216,688
421970;"ATIVO";"MUNIC";"Xaxim";"Santa Catarina";-26,96372;-52,53493;771;293,279
421985;"ATIVO";"MUNIC";"Zortéa";"Santa Catarina";-27,45025;-51,54957;685;189,717
422000;"ATIVO";"MUNIC";"Balneário Rincão";"Santa Catarina";-28,80429;-49,24067;15;64,636
430000;"IGNOR";"IGNOR";"Município ignorado - RS";"Rio Grande do Sul";NA;NA;NA;NA
430003;"ATIVO";"MUNIC";"Aceguá";"Rio Grande do Sul";-31,86402;-54,16473;238;1549,383
430005;"ATIVO";"MUNIC";"Água Santa";"Rio Grande do Sul";-28,17505;-52,03463;655;291,902
430010;"ATIVO";"MUNIC";"Agudo";"Rio Grande do Sul";-29,64566;-53,25869;66;536,114
430020;"ATIVO";"MUNIC";"Ajuricaba";"Rio Grande do Sul";-28,23773;-53,77282;330;323,239
430030;"ATIVO";"MUNIC";"Alecrim";"Rio Grande do Sul";-27,66107;-54,7671;308;314,743
430040;"ATIVO";"MUNIC";"Alegrete";"Rio Grande do Sul";-29,78204;-55,79587;95;7803,954
430045;"ATIVO";"MUNIC";"Alegria";"Rio Grande do Sul";-27,8373;-54,05737;358;172,688
430047;"ATIVO";"MUNIC";"Almirante Tamandaré do Sul";"Rio Grande do Sul";-28,11373;-52,91371;602;265,368
430050;"ATIVO";"MUNIC";"Alpestre";"Rio Grande do Sul";-27,24877;-53,03737;448;324,639
430055;"ATIVO";"MUNIC";"Alto Alegre";"Rio Grande do Sul";-28,77475;-52,99076;387;114,445
430057;"ATIVO";"MUNIC";"Alto Feliz";"Rio Grande do Sul";-29,39014;-51,31582;317;78,843
430060;"ATIVO";"MUNIC";"Alvorada";"Rio Grande do Sul";-29,99749;-51,07773;13;71,311
430063;"ATIVO";"MUNIC";"Amaral Ferrador";"Rio Grande do Sul";-30,87515;-52,25127;48;506,457
430064;"ATIVO";"MUNIC";"Ametista do Sul";"Rio Grande do Sul";-27,35643;-53,19218;466;93,49
430066;"ATIVO";"MUNIC";"André da Rocha";"Rio Grande do Sul";-28,63198;-51,57374;705;324,326
430070;"ATIVO";"MUNIC";"Anta Gorda";"Rio Grande do Sul";-28,97088;-52,01582;424;242,964
430080;"ATIVO";"MUNIC";"Antônio Prado";"Rio Grande do Sul";-28,85544;-51,28358;640;347,617
430085;"ATIVO";"MUNIC";"Arambaré";"Rio Grande do Sul";-30,90935;-51,50132;7;519,124
430087;"ATIVO";"MUNIC";"Araricá";"Rio Grande do Sul";-29,61724;-50,92568;32;35,153
430090;"ATIVO";"MUNIC";"Aratiba";"Rio Grande do Sul";-27,39444;-52,30383;414;342,504
430100;"ATIVO";"MUNIC";"Arroio do Meio";"Rio Grande do Sul";-29,39889;-51,94745;40;157,957
430105;"ATIVO";"MUNIC";"Arroio do Sal";"Rio Grande do Sul";-29,59296;-49,93296;12;120,912
430107;"ATIVO";"MUNIC";"Arroio do Padre";"Rio Grande do Sul";-31,44064;-52,4333;246;124,317
430110;"ATIVO";"MUNIC";"Arroio dos Ratos";"Rio Grande do Sul";-30,09001;-51,73381;47;425,933
430120;"ATIVO";"MUNIC";"Arroio do Tigre";"Rio Grande do Sul";-29,33586;-53,0864;350;316,509
430130;"ATIVO";"MUNIC";"Arroio Grande";"Rio Grande do Sul";-32,23634;-53,08225;29;2513,597
430140;"ATIVO";"MUNIC";"Arvorezinha";"Rio Grande do Sul";-28,87305;-52,17951;743;271,643
430150;"ATIVO";"MUNIC";"Augusto Pestana";"Rio Grande do Sul";-28,51335;-53,98947;390;347,722
430155;"ATIVO";"MUNIC";"Áurea";"Rio Grande do Sul";-27,69379;-52,05418;601;158,291
430160;"ATIVO";"MUNIC";"Bagé";"Rio Grande do Sul";-31,3305;-54,10708;209;4095,534
430163;"ATIVO";"MUNIC";"Balneário Pinhal";"Rio Grande do Sul";-30,23975;-50,2367;7;102,251
430165;"ATIVO";"MUNIC";"Barão";"Rio Grande do Sul";-29,38086;-51,49754;658;124,557
430170;"ATIVO";"MUNIC";"Barão de Cotegipe";"Rio Grande do Sul";-27,61709;-52,37775;690;260,212
430175;"ATIVO";"MUNIC";"Barão do Triunfo";"Rio Grande do Sul";-30,39048;-51,73767;271;436,395
430180;"ATIVO";"MUNIC";"Barracão";"Rio Grande do Sul";-27,68023;-51,46015;744;516,732
430185;"ATIVO";"MUNIC";"Barra do Guarita";"Rio Grande do Sul";-27,18807;-53,71441;190;63,372
430187;"ATIVO";"MUNIC";"Barra do Quaraí";"Rio Grande do Sul";-30,21108;-57,55706;42;1056,143
430190;"ATIVO";"MUNIC";"Barra do Ribeiro";"Rio Grande do Sul";-30,29268;-51,30087;9;728,948
430192;"ATIVO";"MUNIC";"Barra do Rio Azul";"Rio Grande do Sul";-27,40876;-52,4141;437;147,139
430195;"ATIVO";"MUNIC";"Barra Funda";"Rio Grande do Sul";-27,92383;-53,0363;373;60,033
430200;"ATIVO";"MUNIC";"Barros Cassal";"Rio Grande do Sul";-29,0877;-52,58775;633;648,896
430205;"ATIVO";"MUNIC";"Benjamin Constant do Sul";"Rio Grande do Sul";-27,50858;-52,60223;761;132,395
430210;"ATIVO";"MUNIC";"Bento Gonçalves";"Rio Grande do Sul";-29,1674;-51,51556;629;274,07
430215;"ATIVO";"MUNIC";"Boa Vista das Missões";"Rio Grande do Sul";-27,66611;-53,31276;570;194,815
430220;"ATIVO";"MUNIC";"Boa Vista do Buricá";"Rio Grande do Sul";-27,67157;-54,10948;283;108,732
430222;"ATIVO";"MUNIC";"Boa Vista do Cadeado";"Rio Grande do Sul";-28,57743;-53,81373;419;700,533
430223;"ATIVO";"MUNIC";"Boa Vista do Incra";"Rio Grande do Sul";-28,81849;-53,3887;422;503,471
430225;"ATIVO";"MUNIC";"Boa Vista do Sul";"Rio Grande do Sul";-29,35012;-51,67727;430;92,926
430230;"ATIVO";"MUNIC";"Bom Jesus";"Rio Grande do Sul";-28,67058;-50,43335;1054;2624,666
430235;"ATIVO";"MUNIC";"Bom Princípio";"Rio Grande do Sul";-29,49449;-51,35552;36;88,504
430237;"ATIVO";"MUNIC";"Bom Progresso";"Rio Grande do Sul";-27,54677;-53,86679;465;88,741
430240;"ATIVO";"MUNIC";"Bom Retiro do Sul";"Rio Grande do Sul";-29,60742;-51,94385;23;102,326
430245;"ATIVO";"MUNIC";"Boqueirão do Leão";"Rio Grande do Sul";-29,30516;-52,42805;502;265,521
430250;"ATIVO";"MUNIC";"Bossoroca";"Rio Grande do Sul";-28,73072;-54,90981;261;1610,573
430258;"ATIVO";"MUNIC";"Bozano";"Rio Grande do Sul";-28,36629;-53,7724;436;201,039
430260;"ATIVO";"MUNIC";"Braga";"Rio Grande do Sul";-27,61919;-53,74433;440;128,992
430265;"ATIVO";"MUNIC";"Brochier";"Rio Grande do Sul";-29,55553;-51,58892;110;105,381
430270;"ATIVO";"MUNIC";"Butiá";"Rio Grande do Sul";-30,11614;-51,96148;52;752,187
430280;"ATIVO";"MUNIC";"Caçapava do Sul";"Rio Grande do Sul";-30,51474;-53,48757;433;3047,113
430290;"ATIVO";"MUNIC";"Cacequi";"Rio Grande do Sul";-29,88029;-54,82773;125;2369,949
430300;"ATIVO";"MUNIC";"Cachoeira do Sul";"Rio Grande do Sul";-30,04582;-52,89341;74;3735,164
430310;"ATIVO";"MUNIC";"Cachoeirinha";"Rio Grande do Sul";-29,95063;-51,09368;14;44,018
430320;"ATIVO";"MUNIC";"Cacique Doble";"Rio Grande do Sul";-27,76823;-51,66411;622;203,797
430330;"ATIVO";"MUNIC";"Caibaté";"Rio Grande do Sul";-28,29107;-54,63789;289;260,31
430340;"ATIVO";"MUNIC";"Caiçara";"Rio Grande do Sul";-27,28094;-53,4319;567;189,203
430350;"ATIVO";"MUNIC";"Camaquã";"Rio Grande do Sul";-30,8507;-51,8146;38;1679,434
430355;"ATIVO";"MUNIC";"Camargo";"Rio Grande do Sul";-28,58924;-52,2038;442;138,069
430360;"ATIVO";"MUNIC";"Cambará do Sul";"Rio Grande do Sul";-29,04818;-50,14377;1028;1208,647
430367;"ATIVO";"MUNIC";"Campestre da Serra";"Rio Grande do Sul";-28,79651;-51,09566;769;538
430370;"ATIVO";"MUNIC";"Campina das Missões";"Rio Grande do Sul";-27,99169;-54,84533;144;225,576
430380;"ATIVO";"MUNIC";"Campinas do Sul";"Rio Grande do Sul";-27,7116;-52,6331;578;276,162
430390;"ATIVO";"MUNIC";"Campo Bom";"Rio Grande do Sul";-29,67569;-51,05887;22;60,51
430400;"ATIVO";"MUNIC";"Campo Novo";"Rio Grande do Sul";-27,67449;-53,80281;435;222,073
430410;"ATIVO";"MUNIC";"Campos Borges";"Rio Grande do Sul";-28,89213;-52,99891;505;226,578
430420;"ATIVO";"MUNIC";"Candelária";"Rio Grande do Sul";-29,67129;-52,78967;54;943,945
430430;"ATIVO";"MUNIC";"Cândido Godói";"Rio Grande do Sul";-27,95132;-54,75283;320;246,276
430435;"ATIVO";"MUNIC";"Candiota";"Rio Grande do Sul";-31,56101;-53,6778;226;933,834
430440;"ATIVO";"MUNIC";"Canela";"Rio Grande do Sul";-29,35797;-50,81487;820;253,772
430450;"ATIVO";"MUNIC";"Canguçu";"Rio Grande do Sul";-31,39386;-52,67629;406;3525,293
430460;"ATIVO";"MUNIC";"Canoas";"Rio Grande do Sul";-29,9187;-51,18103;19;131,096
430461;"ATIVO";"MUNIC";"Canudos do Vale";"Rio Grande do Sul";-29,32353;-52,23238;126;81,819
430462;"ATIVO";"MUNIC";"Capão Bonito do Sul";"Rio Grande do Sul";-28,12598;-51,39516;878;527,119
430463;"ATIVO";"MUNIC";"Capão da Canoa";"Rio Grande do Sul";-29,76147;-50,02002;7;97,1
430465;"ATIVO";"MUNIC";"Capão do Cipó";"Rio Grande do Sul";-28,93163;-54,5547;329;1008,873
430466;"ATIVO";"MUNIC";"Capão do Leão";"Rio Grande do Sul";-31,76684;-52,48701;28;785,373
430467;"ATIVO";"MUNIC";"Capivari do Sul";"Rio Grande do Sul";-30,14966;-50,50881;11;412,792
430468;"ATIVO";"MUNIC";"Capela de Santana";"Rio Grande do Sul";-29,70194;-51,32177;36;183,065
430469;"ATIVO";"MUNIC";"Capitão";"Rio Grande do Sul";-29,2695;-51,98597;475;73,967
430470;"ATIVO";"MUNIC";"Carazinho";"Rio Grande do Sul";-28,28651;-52,7919;589;665,092
430471;"ATIVO";"MUNIC";"Caraá";"Rio Grande do Sul";-29,77864;-50,43576;41;294,456
430480;"ATIVO";"MUNIC";"Carlos Barbosa";"Rio Grande do Sul";-29,2983;-51,50382;678;229,993
430485;"ATIVO";"MUNIC";"Carlos Gomes";"Rio Grande do Sul";-27,71489;-51,91758;439;83,155
430490;"ATIVO";"MUNIC";"Casca";"Rio Grande do Sul";-28,55987;-51,98323;602;271,857
430495;"ATIVO";"MUNIC";"Caseiros";"Rio Grande do Sul";-28,27357;-51,69268;802;235,705
430500;"ATIVO";"MUNIC";"Catuípe";"Rio Grande do Sul";-28,25423;-54,01239;281;583,258
430510;"ATIVO";"MUNIC";"Caxias do Sul";"Rio Grande do Sul";-29,1669;-51,17886;782;1652,308
430511;"ATIVO";"MUNIC";"Centenário";"Rio Grande do Sul";-27,76285;-52,00205;684;134,449
430512;"ATIVO";"MUNIC";"Cerrito";"Rio Grande do Sul";-31,85264;-52,8148;35;451,699
430513;"ATIVO";"MUNIC";"Cerro Branco";"Rio Grande do Sul";-29,65629;-52,94198;82;158,568
430515;"ATIVO";"MUNIC";"Cerro Grande";"Rio Grande do Sul";-27,60798;-53,16591;368;73,438
430517;"ATIVO";"MUNIC";"Cerro Grande do Sul";"Rio Grande do Sul";-30,60203;-51,7531;89;324,789
430520;"ATIVO";"MUNIC";"Cerro Largo";"Rio Grande do Sul";-28,14784;-54,74;195;177,675
430530;"ATIVO";"MUNIC";"Chapada";"Rio Grande do Sul";-28,05845;-53,06728;463;684,04
430535;"ATIVO";"MUNIC";"Charqueadas";"Rio Grande do Sul";-29,9568;-51,62501;24;216,512
430537;"ATIVO";"MUNIC";"Charrua";"Rio Grande do Sul";-27,95283;-52,02941;564;198,124
430540;"ATIVO";"MUNIC";"Chiapetta";"Rio Grande do Sul";-27,91736;-53,94575;472;396,551
430543;"ATIVO";"MUNIC";"Chuí";"Rio Grande do Sul";-33,68757;-53,46268;21;202,552
430544;"ATIVO";"MUNIC";"Chuvisca";"Rio Grande do Sul";-30,75743;-51,97854;223;220,471
430545;"ATIVO";"MUNIC";"Cidreira";"Rio Grande do Sul";-30,18117;-50,20909;8;245,885
430550;"ATIVO";"MUNIC";"Ciríaco";"Rio Grande do Sul";-28,3443;-51,88303;788;273,873
430558;"ATIVO";"MUNIC";"Colinas";"Rio Grande do Sul";-29,39254;-51,86858;68;58,373
430560;"ATIVO";"MUNIC";"Colorado";"Rio Grande do Sul";-28,52295;-52,99318;448;285,262
430570;"ATIVO";"MUNIC";"Condor";"Rio Grande do Sul";-28,2053;-53,48894;470;465,188
430580;"ATIVO";"MUNIC";"Constantina";"Rio Grande do Sul";-27,73041;-52,98774;456;202,999
430583;"ATIVO";"MUNIC";"Coqueiro Baixo";"Rio Grande do Sul";-29,17926;-52,0946;376;112,277
430585;"ATIVO";"MUNIC";"Coqueiros do Sul";"Rio Grande do Sul";-28,11743;-52,7788;585;275,549
430587;"ATIVO";"MUNIC";"Coronel Barros";"Rio Grande do Sul";-28,38454;-54,07366;297;162,949
430590;"ATIVO";"MUNIC";"Coronel Bicaco";"Rio Grande do Sul";-27,71787;-53,70913;453;492,124
430593;"ATIVO";"MUNIC";"Coronel Pilar";"Rio Grande do Sul";-29,27271;-51,68493;511;105,447
430595;"ATIVO";"MUNIC";"Cotiporã";"Rio Grande do Sul";-28,99858;-51,69643;589;172,375
430597;"ATIVO";"MUNIC";"Coxilha";"Rio Grande do Sul";-28,12134;-52,30028;706;422,789
430600;"ATIVO";"MUNIC";"Crissiumal";"Rio Grande do Sul";-27,49801;-54,10003;383;362,15
430605;"ATIVO";"MUNIC";"Cristal";"Rio Grande do Sul";-30,99935;-52,04941;56;681,625
430607;"ATIVO";"MUNIC";"Cristal do Sul";"Rio Grande do Sul";-27,45363;-53,24918;334;97,715
430610;"ATIVO";"MUNIC";"Cruz Alta";"Rio Grande do Sul";-28,64245;-53,60524;470;1360,289
430613;"ATIVO";"MUNIC";"Cruzaltense";"Rio Grande do Sul";-27,66489;-52,64814;528;166,883
430620;"ATIVO";"MUNIC";"Cruzeiro do Sul";"Rio Grande do Sul";-29,50829;-51,99158;17;154,143
430630;"ATIVO";"MUNIC";"David Canabarro";"Rio Grande do Sul";-28,38461;-51,85225;672;174,939
430632;"ATIVO";"MUNIC";"Derrubadas";"Rio Grande do Sul";-27,26539;-53,86512;454;361,199
430635;"ATIVO";"MUNIC";"Dezesseis de Novembro";"Rio Grande do Sul";-28,22688;-55,04821;178;216,848
430637;"ATIVO";"MUNIC";"Dilermando de Aguiar";"Rio Grande do Sul";-29,70196;-54,21356;109;600,546
430640;"ATIVO";"MUNIC";"Dois Irmãos";"Rio Grande do Sul";-29,58416;-51,08762;171;65,156
430642;"ATIVO";"MUNIC";"Dois Irmãos das Missões";"Rio Grande do Sul";-27,65754;-53,53086;528;225,681
430645;"ATIVO";"MUNIC";"Dois Lajeados";"Rio Grande do Sul";-28,97521;-51,8351;513;133,372
430650;"ATIVO";"MUNIC";"Dom Feliciano";"Rio Grande do Sul";-30,7086;-52,10393;121;1356,171
430655;"ATIVO";"MUNIC";"Dom Pedro de Alcântara";"Rio Grande do Sul";-29,37019;-49,84955;16;78,158
430660;"ATIVO";"MUNIC";"Dom Pedrito";"Rio Grande do Sul";-30,98127;-54,67413;141;5192,095
430670;"ATIVO";"MUNIC";"Dona Francisca";"Rio Grande do Sul";-29,62485;-53,36233;50;114,346
430673;"ATIVO";"MUNIC";"Doutor Maurício Cardoso";"Rio Grande do Sul";-27,50921;-54,35827;247;252,69
430675;"ATIVO";"MUNIC";"Doutor Ricardo";"Rio Grande do Sul";-29,09903;-51,9849;470;108,433
430676;"ATIVO";"MUNIC";"Eldorado do Sul";"Rio Grande do Sul";-29,99929;-51,31042;7;509,726
430680;"ATIVO";"MUNIC";"Encantado";"Rio Grande do Sul";-29,23992;-51,87302;66;139,16
430690;"ATIVO";"MUNIC";"Encruzilhada do Sul";"Rio Grande do Sul";-30,54366;-52,52205;432;3348,319
430692;"ATIVO";"MUNIC";"Engenho Velho";"Rio Grande do Sul";-27,70859;-52,91192;500;71,191
430693;"ATIVO";"MUNIC";"Entre-Ijuís";"Rio Grande do Sul";-28,36279;-54,27143;244;552,623
430695;"ATIVO";"MUNIC";"Entre Rios do Sul";"Rio Grande do Sul";-27,52886;-52,73507;626;120,068
430697;"ATIVO";"MUNIC";"Erebango";"Rio Grande do Sul";-27,8492;-52,29971;754;153,122
430700;"ATIVO";"MUNIC";"Erechim";"Rio Grande do Sul";-27,63341;-52,27588;797;430,668
430705;"ATIVO";"MUNIC";"Ernestina";"Rio Grande do Sul";-28,49715;-52,57218;502;239,147
430710;"ATIVO";"MUNIC";"Herval";"Rio Grande do Sul";-32,02674;-53,39434;304;1757,838
430720;"ATIVO";"MUNIC";"Erval Grande";"Rio Grande do Sul";-27,39334;-52,57011;780;285,725
430730;"ATIVO";"MUNIC";"Erval Seco";"Rio Grande do Sul";-27,54942;-53,50957;409;363,893
430740;"ATIVO";"MUNIC";"Esmeralda";"Rio Grande do Sul";-28,05728;-51,18879;945;829,766
430745;"ATIVO";"MUNIC";"Esperança do Sul";"Rio Grande do Sul";-27,35994;-53,99277;379;148,379
430750;"ATIVO";"MUNIC";"Espumoso";"Rio Grande do Sul";-28,73145;-52,84193;402;783,065
430755;"ATIVO";"MUNIC";"Estação";"Rio Grande do Sul";-27,90901;-52,27049;773;100,266
430760;"ATIVO";"MUNIC";"Estância Velha";"Rio Grande do Sul";-29,65015;-51,17429;42;52,147
430770;"ATIVO";"MUNIC";"Esteio";"Rio Grande do Sul";-29,85219;-51,14384;28;27,676
430780;"ATIVO";"MUNIC";"Estrela";"Rio Grande do Sul";-29,50347;-51,97026;24;184,176
430781;"ATIVO";"MUNIC";"Estrela Velha";"Rio Grande do Sul";-29,17966;-53,16029;402;281,667
430783;"ATIVO";"MUNIC";"Eugênio de Castro";"Rio Grande do Sul";-28,52506;-54,14811;319;419,297
430786;"ATIVO";"MUNIC";"Fagundes Varela";"Rio Grande do Sul";-28,88213;-51,69145;586;134,295
430790;"ATIVO";"MUNIC";"Farroupilha";"Rio Grande do Sul";-29,22368;-51,34835;768;361,683
430800;"ATIVO";"MUNIC";"Faxinal do Soturno";"Rio Grande do Sul";-29,57433;-53,43906;89;169,514
430805;"ATIVO";"MUNIC";"Faxinalzinho";"Rio Grande do Sul";-27,42542;-52,67059;711;143,382
430807;"ATIVO";"MUNIC";"Fazenda Vilanova";"Rio Grande do Sul";-29,58857;-51,82118;142;84,794
430810;"ATIVO";"MUNIC";"Feliz";"Rio Grande do Sul";-29,45397;-51,3101;42;95,371
430820;"ATIVO";"MUNIC";"Flores da Cunha";"Rio Grande do Sul";-29,03114;-51,18222;755;272,605
430825;"ATIVO";"MUNIC";"Floriano Peixoto";"Rio Grande do Sul";-27,86251;-52,08561;699;168,428
430830;"ATIVO";"MUNIC";"Fontoura Xavier";"Rio Grande do Sul";-28,98217;-52,34495;765;583,465
430840;"ATIVO";"MUNIC";"Formigueiro";"Rio Grande do Sul";-29,99763;-53,50029;123;580,034
430843;"ATIVO";"MUNIC";"Forquetinha";"Rio Grande do Sul";-29,38063;-52,09692;57;92,838
430845;"ATIVO";"MUNIC";"Fortaleza dos Valos";"Rio Grande do Sul";-28,78788;-53,23552;422;650,365
430850;"ATIVO";"MUNIC";"Frederico Westphalen";"Rio Grande do Sul";-27,35888;-53,40078;544;264,976
430860;"ATIVO";"MUNIC";"Garibaldi";"Rio Grande do Sul";-29,25455;-51,52955;606;168,137
430865;"ATIVO";"MUNIC";"Garruchos";"Rio Grande do Sul";-28,18948;-55,63407;90;799,849
430870;"ATIVO";"MUNIC";"Gaurama";"Rio Grande do Sul";-27,58386;-52,10014;726;204,261
430880;"ATIVO";"MUNIC";"General Câmara";"Rio Grande do Sul";-29,90298;-51,76343;18;510,01
430885;"ATIVO";"MUNIC";"Gentil";"Rio Grande do Sul";-28,43385;-52,03452;768;184,014
430890;"ATIVO";"MUNIC";"Getúlio Vargas";"Rio Grande do Sul";-27,87591;-52,24957;665;286,566
430900;"ATIVO";"MUNIC";"Giruá";"Rio Grande do Sul";-28,02974;-54,35084;432;855,921
430905;"ATIVO";"MUNIC";"Glorinha";"Rio Grande do Sul";-29,87713;-50,78621;48;323,641
430910;"ATIVO";"MUNIC";"Gramado";"Rio Grande do Sul";-29,37974;-50,87195;817;237,827
430912;"ATIVO";"MUNIC";"Gramado dos Loureiros";"Rio Grande do Sul";-27,44439;-52,91822;529;131,396
430915;"ATIVO";"MUNIC";"Gramado Xavier";"Rio Grande do Sul";-29,26994;-52,57784;463;217,525
430920;"ATIVO";"MUNIC";"Gravataí";"Rio Grande do Sul";-29,94552;-50,99079;21;463,499
430925;"ATIVO";"MUNIC";"Guabiju";"Rio Grande do Sul";-28,54067;-51,69105;724;146,901
430930;"ATIVO";"MUNIC";"Guaíba";"Rio Grande do Sul";-30,1086;-51,31468;19;376,947
