"munResCod";"munResStatus";"munResTipo";"munResNome";"munResUf";"munResLat";"munResLon";"munResAlt";"munResArea"
231126;"ATIVO";"MUNIC";"Quiterianópolis";"Ceará";-5,84701;-40,70449;417;1040,989
231130;"ATIVO";"MUNIC";"Quixadá";"Ceará";-4,9637;-39,01174;190;2019,833
231135;"ATIVO";"MUNIC";"Quixelô";"Ceará";-6,25121;-39,20229;210;559,561
231140;"ATIVO";"MUNIC";"Quixeramobim";"Ceará";-5,1984;-39,29435;196;3275,625
231150;"ATIVO";"MUNIC";"Quixeré";"Ceará";-5,06873;-37,99052;26;613,578
231160;"ATIVO";"MUNIC";"Redenção";"Ceará";-4,22296;-38,72957;95;225,306
231170;"ATIVO";"MUNIC";"Reriutaba";"Ceará";-4,14157;-40,58461;154;383,318
231180;"ATIVO";"MUNIC";"Russas";"Ceará";-4,93974;-37,97543;25;1590,258
231190;"ATIVO";"MUNIC";"Saboeiro";"Ceará";-6,53643;-39,90458;317;1383,484
231195;"ATIVO";"MUNIC";"Salitre";"Ceará";-7,28453;-40,46475;698;804,356
231200;"ATIVO";"MUNIC";"Santana do Acaraú";"Ceará";-3,45978;-40,20946;46;969,326
231210;"ATIVO";"MUNIC";"Santana do Cariri";"Ceará";-7,1809;-39,73798;532;855,563
231220;"ATIVO";"MUNIC";"Santa Quitéria";"Ceará";-4,33327;-40,15351;199;4260,479
231230;"ATIVO";"MUNIC";"São Benedito";"Ceará";-4,04473;-40,86449;913;338,245
231240;"ATIVO";"MUNIC";"São Gonçalo do Amarante";"Ceará";-3,60563;-38,97208;17;834,448
231250;"ATIVO";"MUNIC";"São João do Jaguaribe";"Ceará";-5,26863;-38,27194;46;280,456
231260;"ATIVO";"MUNIC";"São Luís do Curu";"Ceará";-3,67301;-39,24161;39;122,42
231270;"ATIVO";"MUNIC";"Senador Pompeu";"Ceará";-5,58934;-39,37533;182;1002,131
231280;"ATIVO";"MUNIC";"Senador Sá";"Ceará";-3,35179;-40,46379;87;423,919
231290;"ATIVO";"MUNIC";"Sobral";"Ceará";-3,68804;-40,34867;75;2122,898
231300;"ATIVO";"MUNIC";"Solonópole";"Ceará";-5,72635;-39,00822;178;1536,165
231310;"ATIVO";"MUNIC";"Tabuleiro do Norte";"Ceará";-5,2438;-38,12974;38;861,828
231320;"ATIVO";"MUNIC";"Tamboril";"Ceará";-4,83393;-40,31907;322;1961,31
231325;"ATIVO";"MUNIC";"Tarrafas";"Ceará";-6,68259;-39,75849;287;454,391
231330;"ATIVO";"MUNIC";"Tauá";"Ceará";-6,003;-40,29262;399;4018,162
231335;"ATIVO";"MUNIC";"Tejuçuoca";"Ceará";-3,98971;-39,57683;132;759,715
231340;"ATIVO";"MUNIC";"Tianguá";"Ceará";-3,72267;-40,99171;809;908,888
231350;"ATIVO";"MUNIC";"Trairi";"Ceará";-3,26442;-39,27223;32;925,722
231355;"ATIVO";"MUNIC";"Tururu";"Ceará";-3,5956;-39,43436;97;202,276
231360;"ATIVO";"MUNIC";"Ubajara";"Ceará";-3,84849;-40,90714;869;421,033
231370;"ATIVO";"MUNIC";"Umari";"Ceará";-6,64724;-38,70133;283;263,93
231375;"ATIVO";"MUNIC";"Umirim";"Ceará";-3,67556;-39,34238;65;316,723
231380;"ATIVO";"MUNIC";"Uruburetama";"Ceará";-3,62302;-39,50818;122;97,072
231390;"ATIVO";"MUNIC";"Uruoca";"Ceará";-3,31323;-40,56116;91;696,754
231395;"ATIVO";"MUNIC";"Varjota";"Ceará";-4,18282;-40,47899;177;179,397
231400;"ATIVO";"MUNIC";"Várzea Alegre";"Ceará";-6,79185;-39,29893;317;835,709
231410;"ATIVO";"MUNIC";"Viçosa do Ceará";"Ceará";-3,56601;-41,09163;711;1311,627
240000;"IGNOR";"IGNOR";"Município ignorado - RN";"Rio Grande do Norte";NA;NA;NA;NA
240010;"ATIVO";"MUNIC";"Acari";"Rio Grande do Norte";-6,44209;-36,64374;259;608,466
240020;"ATIVO";"MUNIC";"Açu";"Rio Grande do Norte";-5,57195;-36,91792;49;1303,442
240030;"ATIVO";"MUNIC";"Afonso Bezerra";"Rio Grande do Norte";-5,49873;-36,50915;65;576,18
240040;"ATIVO";"MUNIC";"Água Nova";"Rio Grande do Norte";-6,20472;-38,29082;277;50,684
240050;"ATIVO";"MUNIC";"Alexandria";"Rio Grande do Norte";-6,41714;-38,01929;309;381,205
240060;"ATIVO";"MUNIC";"Almino Afonso";"Rio Grande do Norte";-6,15742;-37,76313;243;128,038
240070;"ATIVO";"MUNIC";"Alto do Rodrigues";"Rio Grande do Norte";-5,29381;-36,75949;8;191,334
240080;"ATIVO";"MUNIC";"Angicos";"Rio Grande do Norte";-5,66037;-36,60543;105;741,578
240090;"ATIVO";"MUNIC";"Antônio Martins";"Rio Grande do Norte";-6,216;-37,88573;325;244,897
240100;"ATIVO";"MUNIC";"Apodi";"Rio Grande do Norte";-5,66377;-37,79778;76;1602,479
240110;"ATIVO";"MUNIC";"Areia Branca";"Rio Grande do Norte";-4,9529;-37,13127;12;357,625
240120;"ATIVO";"MUNIC";"Arês";"Rio Grande do Norte";-6,19371;-35,16064;55;115,505
240130;"ATIVO";"MUNIC";"Augusto Severo";"Rio Grande do Norte";-5,85811;-37,30887;103;896,954
240140;"ATIVO";"MUNIC";"Baía Formosa";"Rio Grande do Norte";-6,36999;-35,00904;25;245,661
240145;"ATIVO";"MUNIC";"Baraúna";"Rio Grande do Norte";-5,07662;-37,61818;96;825,683
240150;"ATIVO";"MUNIC";"Barcelona";"Rio Grande do Norte";-5,94813;-35,92679;133;152,626
240160;"ATIVO";"MUNIC";"Bento Fernandes";"Rio Grande do Norte";-5,69238;-35,8217;125;301,07
240165;"ATIVO";"MUNIC";"Bodó";"Rio Grande do Norte";-5,98805;-36,41384;507;253,519
240170;"ATIVO";"MUNIC";"Bom Jesus";"Rio Grande do Norte";-5,98632;-35,5888;106;122,038
240180;"ATIVO";"MUNIC";"Brejinho";"Rio Grande do Norte";-6,19258;-35,35735;151;61,559
240185;"ATIVO";"MUNIC";"Caiçara do Norte";"Rio Grande do Norte";-5,06299;-36,05586;0;226,414
240190;"ATIVO";"MUNIC";"Caiçara do Rio do Vento";"Rio Grande do Norte";-5,75909;-35,99979;171;261,194
240200;"ATIVO";"MUNIC";"Caicó";"Rio Grande do Norte";-6,45914;-37,09649;165;1228,583
240210;"ATIVO";"MUNIC";"Campo Redondo";"Rio Grande do Norte";-6,24338;-36,1825;468;213,727
240220;"ATIVO";"MUNIC";"Canguaretama";"Rio Grande do Norte";-6,37493;-35,12854;7;245,408
240230;"ATIVO";"MUNIC";"Caraúbas";"Rio Grande do Norte";-5,79118;-37,5537;161;1132,857
240240;"ATIVO";"MUNIC";"Carnaúba dos Dantas";"Rio Grande do Norte";-6,56073;-36,59525;316;246,308
240250;"ATIVO";"MUNIC";"Carnaubais";"Rio Grande do Norte";-5,33979;-36,83464;37;542,53
240260;"ATIVO";"MUNIC";"Ceará-Mirim";"Rio Grande do Norte";-5,64098;-35,42449;69;724,38
240270;"ATIVO";"MUNIC";"Cerro Corá";"Rio Grande do Norte";-6,03483;-36,34574;585;393,573
240280;"ATIVO";"MUNIC";"Coronel Ezequiel";"Rio Grande do Norte";-6,3834;-36,21477;579;185,748
240290;"ATIVO";"MUNIC";"Coronel João Pessoa";"Rio Grande do Norte";-6,26011;-38,44026;402;117,139
240300;"ATIVO";"MUNIC";"Cruzeta";"Rio Grande do Norte";-6,41318;-36,79171;230;295,83
240310;"ATIVO";"MUNIC";"Currais Novos";"Rio Grande do Norte";-6,26467;-36,51622;348;864,349
240320;"ATIVO";"MUNIC";"Doutor Severiano";"Rio Grande do Norte";-6,09369;-38,37368;365;113,737
240325;"ATIVO";"MUNIC";"Parnamirim";"Rio Grande do Norte";-5,91037;-35,25921;55;123,471
240330;"ATIVO";"MUNIC";"Encanto";"Rio Grande do Norte";-6,11113;-38,30488;220;125,749
240340;"ATIVO";"MUNIC";"Equador";"Rio Grande do Norte";-6,94584;-36,71641;564;264,985
240350;"ATIVO";"MUNIC";"Espírito Santo";"Rio Grande do Norte";-6,33557;-35,31709;58;135,838
240360;"ATIVO";"MUNIC";"Extremoz";"Rio Grande do Norte";-5,70271;-35,31403;45;139,575
240370;"ATIVO";"MUNIC";"Felipe Guerra";"Rio Grande do Norte";-5,60196;-37,69139;41;268,588
240375;"ATIVO";"MUNIC";"Fernando Pedroza";"Rio Grande do Norte";-5,69602;-36,53245;129;322,628
240380;"ATIVO";"MUNIC";"Florânia";"Rio Grande do Norte";-6,12695;-36,81408;314;504,797
240390;"ATIVO";"MUNIC";"Francisco Dantas";"Rio Grande do Norte";-6,0881;-38,12565;222;181,558
240400;"ATIVO";"MUNIC";"Frutuoso Gomes";"Rio Grande do Norte";-6,15623;-37,84096;225;63,279
240410;"ATIVO";"MUNIC";"Galinhos";"Rio Grande do Norte";-5,09169;-36,27464;4;342,215
240420;"ATIVO";"MUNIC";"Goianinha";"Rio Grande do Norte";-6,25059;-35,21779;12;192,279
240430;"ATIVO";"MUNIC";"Governador Dix-Sept Rosado";"Rio Grande do Norte";-5,45891;-37,52191;35;1129,549
240440;"ATIVO";"MUNIC";"Grossos";"Rio Grande do Norte";-4,97551;-37,15748;0;126,458
240450;"ATIVO";"MUNIC";"Guamaré";"Rio Grande do Norte";-5,10736;-36,31814;4;258,958
240460;"ATIVO";"MUNIC";"Ielmo Marinho";"Rio Grande do Norte";-5,81532;-35,55283;72;312,029
240470;"ATIVO";"MUNIC";"Ipanguaçu";"Rio Grande do Norte";-5,49715;-36,85287;19;374,247
240480;"ATIVO";"MUNIC";"Ipueira";"Rio Grande do Norte";-6,81555;-37,19786;211;127,348
240485;"ATIVO";"MUNIC";"Itajá";"Rio Grande do Norte";-5,64355;-36,86982;37;203,622
240490;"ATIVO";"MUNIC";"Itaú";"Rio Grande do Norte";-5,83794;-37,98827;161;133,03
240500;"ATIVO";"MUNIC";"Jaçanã";"Rio Grande do Norte";-6,42497;-36,20559;658;54,561
240510;"ATIVO";"MUNIC";"Jandaíra";"Rio Grande do Norte";-5,35528;-36,13059;111;415,736
240520;"ATIVO";"MUNIC";"Janduís";"Rio Grande do Norte";-6,01609;-37,40921;146;304,901
240530;"ATIVO";"MUNIC";"Januário Cicco";"Rio Grande do Norte";-6,1561;-35,60089;115;187,107
240540;"ATIVO";"MUNIC";"Japi";"Rio Grande do Norte";-6,46057;-35,94593;289;188,99
240550;"ATIVO";"MUNIC";"Jardim de Angicos";"Rio Grande do Norte";-5,65263;-35,96995;136;254,022
240560;"ATIVO";"MUNIC";"Jardim de Piranhas";"Rio Grande do Norte";-6,3801;-37,34922;146;330,532
240570;"ATIVO";"MUNIC";"Jardim do Seridó";"Rio Grande do Norte";-6,58634;-36,77458;223;367,645
240580;"ATIVO";"MUNIC";"João Câmara";"Rio Grande do Norte";-5,53842;-35,81679;159;714,961
240590;"ATIVO";"MUNIC";"João Dias";"Rio Grande do Norte";-6,27611;-37,79696;444;88,173
240600;"ATIVO";"MUNIC";"José da Penha";"Rio Grande do Norte";-6,31269;-38,2844;263;117,635
240610;"ATIVO";"MUNIC";"Jucurutu";"Rio Grande do Norte";-6,03342;-37,02023;70;933,729
240615;"ATIVO";"MUNIC";"Jundiá";"Rio Grande do Norte";-6,26917;-35,32779;88;44,641
240620;"ATIVO";"MUNIC";"Lagoa d'Anta";"Rio Grande do Norte";-6,3915;-35,5998;147;105,652
240630;"ATIVO";"MUNIC";"Lagoa de Pedras";"Rio Grande do Norte";-6,14974;-35,43348;86;117,971
240640;"ATIVO";"MUNIC";"Lagoa de Velhos";"Rio Grande do Norte";-5,99992;-35,8707;149;112,845
240650;"ATIVO";"MUNIC";"Lagoa Nova";"Rio Grande do Norte";-6,09767;-36,45896;693;176,301
240660;"ATIVO";"MUNIC";"Lagoa Salgada";"Rio Grande do Norte";-6,12582;-35,4725;106;79,128
240670;"ATIVO";"MUNIC";"Lajes";"Rio Grande do Norte";-5,69883;-36,24274;200;676,623
240680;"ATIVO";"MUNIC";"Lajes Pintadas";"Rio Grande do Norte";-6,15143;-36,11844;328;130,211
240690;"ATIVO";"MUNIC";"Lucrécia";"Rio Grande do Norte";-6,11692;-37,81563;212;30,931
240700;"ATIVO";"MUNIC";"Luís Gomes";"Rio Grande do Norte";-6,41403;-38,38642;639;166,638
240710;"ATIVO";"MUNIC";"Macaíba";"Rio Grande do Norte";-5,85724;-35,35524;24;510,771
240720;"ATIVO";"MUNIC";"Macau";"Rio Grande do Norte";-5,11337;-36,63497;5;788,036
240725;"ATIVO";"MUNIC";"Major Sales";"Rio Grande do Norte";-6,40376;-38,32346;297;31,971
240730;"ATIVO";"MUNIC";"Marcelino Vieira";"Rio Grande do Norte";-6,29355;-38,16661;233;345,711
240740;"ATIVO";"MUNIC";"Martins";"Rio Grande do Norte";-6,09635;-37,91133;726;169,464
240750;"ATIVO";"MUNIC";"Maxaranguape";"Rio Grande do Norte";-5,50546;-35,26207;16;131,316
240760;"ATIVO";"MUNIC";"Messias Targino";"Rio Grande do Norte";-6,0765;-37,51206;183;135,097
240770;"ATIVO";"MUNIC";"Montanhas";"Rio Grande do Norte";-6,48224;-35,28769;79;82,214
240780;"ATIVO";"MUNIC";"Monte Alegre";"Rio Grande do Norte";-6,06788;-35,3321;56;210,916
240790;"ATIVO";"MUNIC";"Monte das Gameleiras";"Rio Grande do Norte";-6,43947;-35,78661;496;71,946
240800;"ATIVO";"MUNIC";"Mossoró";"Rio Grande do Norte";-5,1938;-37,35687;26;2099,333
240810;"ATIVO";"MUNIC";"Natal";"Rio Grande do Norte";-5,7509;-35,25225;44;167,264
240820;"ATIVO";"MUNIC";"Nísia Floresta";"Rio Grande do Norte";-6,09071;-35,21131;18;307,841
240830;"ATIVO";"MUNIC";"Nova Cruz";"Rio Grande do Norte";-6,48006;-35,4323;103;277,658
240840;"ATIVO";"MUNIC";"Olho-d'Água do Borges";"Rio Grande do Norte";-5,95926;-37,71182;140;141,17
240850;"ATIVO";"MUNIC";"Ouro Branco";"Rio Grande do Norte";-6,69966;-36,9463;223;253,21
240860;"ATIVO";"MUNIC";"Paraná";"Rio Grande do Norte";-6,48533;-38,31113;372;81,39
240870;"ATIVO";"MUNIC";"Paraú";"Rio Grande do Norte";-5,77706;-37,10165;82;383,214
240880;"ATIVO";"MUNIC";"Parazinho";"Rio Grande do Norte";-5,23078;-35,84499;79;258,024
240890;"ATIVO";"MUNIC";"Parelhas";"Rio Grande do Norte";-6,68876;-36,6578;277;513,507
240895;"ATIVO";"MUNIC";"Rio do Fogo";"Rio Grande do Norte";-5,27156;-35,38487;11;150,262
240910;"ATIVO";"MUNIC";"Passa e Fica";"Rio Grande do Norte";-6,42912;-35,64735;185;42,137
240920;"ATIVO";"MUNIC";"Passagem";"Rio Grande do Norte";-6,27444;-35,37557;77;41,215
240930;"ATIVO";"MUNIC";"Patu";"Rio Grande do Norte";-6,10153;-37,6401;236;319,129
240933;"ATIVO";"MUNIC";"Santa Maria";"Rio Grande do Norte";-5,83852;-35,69036;107;219,569
240940;"ATIVO";"MUNIC";"Pau dos Ferros";"Rio Grande do Norte";-6,11473;-38,20326;201;259,959
240950;"ATIVO";"MUNIC";"Pedra Grande";"Rio Grande do Norte";-5,14939;-35,87599;30;221,423
240960;"ATIVO";"MUNIC";"Pedra Preta";"Rio Grande do Norte";-5,58191;-36,10314;159;294,985
240970;"ATIVO";"MUNIC";"Pedro Avelino";"Rio Grande do Norte";-5,524;-36,38523;98;952,759
240980;"ATIVO";"MUNIC";"Pedro Velho";"Rio Grande do Norte";-6,43319;-35,22294;40;192,708
240990;"ATIVO";"MUNIC";"Pendências";"Rio Grande do Norte";-5,25679;-36,71915;23;419,137
241000;"ATIVO";"MUNIC";"Pilões";"Rio Grande do Norte";-6,26572;-38,04444;245;82,69
241010;"ATIVO";"MUNIC";"Poço Branco";"Rio Grande do Norte";-5,61885;-35,65501;89;230,401
241020;"ATIVO";"MUNIC";"Portalegre";"Rio Grande do Norte";-6,02433;-37,98519;644;110,054
241025;"ATIVO";"MUNIC";"Porto do Mangue";"Rio Grande do Norte";-5,06967;-36,78054;4;318,968
241030;"ATIVO";"MUNIC";"Serra Caiada";"Rio Grande do Norte";-6,10491;-35,70561;131;167,345
241040;"ATIVO";"MUNIC";"Pureza";"Rio Grande do Norte";-5,46592;-35,56227;60;504,295
241050;"ATIVO";"MUNIC";"Rafael Fernandes";"Rio Grande do Norte";-6,1865;-38,2225;236;78,231
241060;"ATIVO";"MUNIC";"Rafael Godeiro";"Rio Grande do Norte";-6,0783;-37,71597;196;100,073
241070;"ATIVO";"MUNIC";"Riacho da Cruz";"Rio Grande do Norte";-5,9358;-37,95027;182;127,223
241080;"ATIVO";"MUNIC";"Riacho de Santana";"Rio Grande do Norte";-6,26473;-38,31483;262;128,106
241090;"ATIVO";"MUNIC";"Riachuelo";"Rio Grande do Norte";-5,81395;-35,82627;116;262,887
241100;"ATIVO";"MUNIC";"Rodolfo Fernandes";"Rio Grande do Norte";-5,78799;-38,06287;188;154,84
241105;"ATIVO";"MUNIC";"Tibau";"Rio Grande do Norte";-4,84144;-37,2513;32;169,239
241110;"ATIVO";"MUNIC";"Ruy Barbosa";"Rio Grande do Norte";-5,87943;-35,93548;168;125,809
241120;"ATIVO";"MUNIC";"Santa Cruz";"Rio Grande do Norte";-6,23008;-36,02052;236;624,356
241140;"ATIVO";"MUNIC";"Santana do Matos";"Rio Grande do Norte";-5,95773;-36,6541;145;1425,363
241142;"ATIVO";"MUNIC";"Santana do Seridó";"Rio Grande do Norte";-6,77015;-36,73685;323;188,403
241150;"ATIVO";"MUNIC";"Santo Antônio";"Rio Grande do Norte";-6,30517;-35,47514;82;301,082
241160;"ATIVO";"MUNIC";"São Bento do Norte";"Rio Grande do Norte";-5,0595;-36,03543;2;288,725
241170;"ATIVO";"MUNIC";"São Bento do Trairí";"Rio Grande do Norte";-6,34448;-36,08689;272;190,818
241180;"ATIVO";"MUNIC";"São Fernando";"Rio Grande do Norte";-6,38386;-37,1854;142;404,428
241190;"ATIVO";"MUNIC";"São Francisco do Oeste";"Rio Grande do Norte";-6,00064;-38,1693;184;75,588
241200;"ATIVO";"MUNIC";"São Gonçalo do Amarante";"Rio Grande do Norte";-5,78956;-35,33116;25;249,124
241210;"ATIVO";"MUNIC";"São João do Sabugi";"Rio Grande do Norte";-6,71122;-37,20414;201;277,011
241220;"ATIVO";"MUNIC";"São José de Mipibu";"Rio Grande do Norte";-6,07047;-35,24027;62;290,331
241230;"ATIVO";"MUNIC";"São José do Campestre";"Rio Grande do Norte";-6,31556;-35,71212;162;341,115
241240;"ATIVO";"MUNIC";"São José do Seridó";"Rio Grande do Norte";-6,4488;-36,88326;218;174,505
241250;"ATIVO";"MUNIC";"São Miguel";"Rio Grande do Norte";-6,21234;-38,49634;679;166,233
241255;"ATIVO";"MUNIC";"São Miguel do Gostoso";"Rio Grande do Norte";-5,12286;-35,64128;13;343,547
241260;"ATIVO";"MUNIC";"São Paulo do Potengi";"Rio Grande do Norte";-5,89982;-35,76437;92;240,425
241270;"ATIVO";"MUNIC";"São Pedro";"Rio Grande do Norte";-5,89798;-35,64031;59;195,238
241280;"ATIVO";"MUNIC";"São Rafael";"Rio Grande do Norte";-5,80093;-36,8904;71;469,102
241290;"ATIVO";"MUNIC";"São Tomé";"Rio Grande do Norte";-5,97302;-36,07366;165;862,585
241300;"ATIVO";"MUNIC";"São Vicente";"Rio Grande do Norte";-6,21496;-36,68866;298;197,817
241310;"ATIVO";"MUNIC";"Senador Elói de Souza";"Rio Grande do Norte";-6,03623;-35,69566;120;167,605
241320;"ATIVO";"MUNIC";"Senador Georgino Avelino";"Rio Grande do Norte";-6,15869;-35,12418;52;25,934
241330;"ATIVO";"MUNIC";"Serra de São Bento";"Rio Grande do Norte";-6,41537;-35,70349;394;96,627
241335;"ATIVO";"MUNIC";"Serra do Mel";"Rio Grande do Norte";-5,16524;-37,0413;221;616,514
241340;"ATIVO";"MUNIC";"Serra Negra do Norte";"Rio Grande do Norte";-6,66398;-37,39497;169;562,396
241350;"ATIVO";"MUNIC";"Serrinha";"Rio Grande do Norte";-6,27709;-35,50134;98;193,351
241355;"ATIVO";"MUNIC";"Serrinha dos Pintos";"Rio Grande do Norte";-6,11413;-37,96158;610;122,375
241360;"ATIVO";"MUNIC";"Severiano Melo";"Rio Grande do Norte";-5,77819;-37,95658;147;157,851
241370;"ATIVO";"MUNIC";"Sítio Novo";"Rio Grande do Norte";-6,10409;-35,91045;187;213,459
241380;"ATIVO";"MUNIC";"Taboleiro Grande";"Rio Grande do Norte";-5,92675;-38,04357;148;124,094
241390;"ATIVO";"MUNIC";"Taipu";"Rio Grande do Norte";-5,61967;-35,59885;33;352,818
241400;"ATIVO";"MUNIC";"Tangará";"Rio Grande do Norte";-6,19736;-35,80019;185;356,834
241410;"ATIVO";"MUNIC";"Tenente Ananias";"Rio Grande do Norte";-6,47754;-38,1793;335;223,671
241415;"ATIVO";"MUNIC";"Tenente Laurentino Cruz";"Rio Grande do Norte";-6,14723;-36,72066;739;68,556
241420;"ATIVO";"MUNIC";"Tibau do Sul";"Rio Grande do Norte";-6,18807;-35,0926;39;101,822
241430;"ATIVO";"MUNIC";"Timbaúba dos Batistas";"Rio Grande do Norte";-6,46329;-37,27134;169;135,454
241440;"ATIVO";"MUNIC";"Touros";"Rio Grande do Norte";-5,20261;-35,45529;9;838,87
241445;"ATIVO";"MUNIC";"Triunfo Potiguar";"Rio Grande do Norte";-5,86696;-37,1838;107;268,726
241450;"ATIVO";"MUNIC";"Umarizal";"Rio Grande do Norte";-5,9899;-37,81326;165;213,584
241460;"ATIVO";"MUNIC";"Upanema";"Rio Grande do Norte";-5,6418;-37,26015;50;836,08
241470;"ATIVO";"MUNIC";"Várzea";"Rio Grande do Norte";-6,3488;-35,37479;57;72,684
241475;"ATIVO";"MUNIC";"Venha-Ver";"Rio Grande do Norte";-6,31942;-38,49123;639;71,621
241480;"ATIVO";"MUNIC";"Vera Cruz";"Rio Grande do Norte";-6,04561;-35,42811;97;83,89
241490;"ATIVO";"MUNIC";"Viçosa";"Rio Grande do Norte";-5,99186;-37,94741;205;37,905
241500;"ATIVO";"MUNIC";"Vila Flor";"Rio Grande do Norte";-6,31279;-35,07613;40;47,656
250000;"IGNOR";"IGNOR";"Município ignorado - PB";"Paraíba";NA;NA;NA;NA
250010;"ATIVO";"MUNIC";"Água Branca";"Paraíba";-7,51107;-37,64221;747;236,608
250020;"ATIVO";"MUNIC";"Aguiar";"Paraíba";-7,09481;-38,17758;272;344,708
250030;"ATIVO";"MUNIC";"Alagoa Grande";"Paraíba";-7,03678;-35,63389;143;320,563
250040;"ATIVO";"MUNIC";"Alagoa Nova";"Paraíba";-7,0578;-35,75946;514;122,255
250050;"ATIVO";"MUNIC";"Alagoinha";"Paraíba";-6,94814;-35,54549;142;96,98
250053;"ATIVO";"MUNIC";"Alcantil";"Paraíba";-7,74148;-36,0606;519;305,394
250057;"ATIVO";"MUNIC";"Algodão de Jandaíra";"Paraíba";-6,90469;-36,00609;445;220,249
250060;"ATIVO";"MUNIC";"Alhandra";"Paraíba";-7,433;-34,91199;57;182,664
250070;"ATIVO";"MUNIC";"São João do Rio do Peixe";"Paraíba";-6,73443;-38,44545;245;473,752
250073;"ATIVO";"MUNIC";"Amparo";"Paraíba";-7,56721;-37,06478;622;121,984
250077;"ATIVO";"MUNIC";"Aparecida";"Paraíba";-6,7837;-38,08334;215;295,705
250080;"ATIVO";"MUNIC";"Araçagi";"Paraíba";-6,8517;-35,3833;50;231,155
250090;"ATIVO";"MUNIC";"Arara";"Paraíba";-6,82619;-35,75954;448;99,112
250100;"ATIVO";"MUNIC";"Araruna";"Paraíba";-6,53145;-35,73598;547;241,302
250110;"ATIVO";"MUNIC";"Areia";"Paraíba";-6,96552;-35,70339;609;266,596
250115;"ATIVO";"MUNIC";"Areia de Baraúnas";"Paraíba";-7,1237;-36,94351;365;96,343
250120;"ATIVO";"MUNIC";"Areial";"Paraíba";-7,04996;-35,92281;692;35,641
250130;"ATIVO";"MUNIC";"Aroeiras";"Paraíba";-7,54846;-35,71559;359;374,697
250135;"ATIVO";"MUNIC";"Assunção";"Paraíba";-7,07633;-36,73319;571;126,427
250140;"ATIVO";"MUNIC";"Baía da Traição";"Paraíba";-6,67953;-34,94993;8;102,242
250150;"ATIVO";"MUNIC";"Bananeiras";"Paraíba";-6,74964;-35,6316;540;257,061
250153;"ATIVO";"MUNIC";"Baraúna";"Paraíba";-6,64241;-36,25304;617;50,582
250157;"ATIVO";"MUNIC";"Barra de Santana";"Paraíba";-7,52283;-35,99631;343;376,912
250160;"ATIVO";"MUNIC";"Barra de Santa Rosa";"Paraíba";-6,72025;-36,05977;455;775,658
250170;"ATIVO";"MUNIC";"Barra de São Miguel";"Paraíba";-7,75267;-36,32154;489;595,211
250180;"ATIVO";"MUNIC";"Bayeux";"Paraíba";-7,13228;-34,92919;11;27,536
250190;"ATIVO";"MUNIC";"Belém";"Paraíba";-6,69404;-35,53627;152;100,153
250200;"ATIVO";"MUNIC";"Belém do Brejo do Cruz";"Paraíba";-6,18858;-37,5395;180;603,044
250205;"ATIVO";"MUNIC";"Bernardino Batista";"Paraíba";-6,45355;-38,54887;693;50,628
250210;"ATIVO";"MUNIC";"Boa Ventura";"Paraíba";-7,42228;-38,21895;311;170,58
250215;"ATIVO";"MUNIC";"Boa Vista";"Paraíba";-7,25791;-36,23537;489;476,541
250220;"ATIVO";"MUNIC";"Bom Jesus";"Paraíba";-6,81796;-38,65514;321;47,49
250230;"ATIVO";"MUNIC";"Bom Sucesso";"Paraíba";-6,44505;-37,93002;304;184,102
250240;"ATIVO";"MUNIC";"Bonito de Santa Fé";"Paraíba";-7,31076;-38,5165;586;228,327
250250;"ATIVO";"MUNIC";"Boqueirão";"Paraíba";-7,48265;-36,1334;361;371,984
250260;"ATIVO";"MUNIC";"Igaracy";"Paraíba";-7,17932;-38,14669;306;192,26
250270;"ATIVO";"MUNIC";"Borborema";"Paraíba";-6,80431;-35,59938;341;25,979
250280;"ATIVO";"MUNIC";"Brejo do Cruz";"Paraíba";-6,34771;-37,50016;200;398,921
250290;"ATIVO";"MUNIC";"Brejo dos Santos";"Paraíba";-6,37618;-37,82371;329;93,846
250300;"ATIVO";"MUNIC";"Caaporã";"Paraíba";-7,51429;-34,91785;69;150,168
250310;"ATIVO";"MUNIC";"Cabaceiras";"Paraíba";-7,49067;-36,28434;389;452,922
250320;"ATIVO";"MUNIC";"Cabedelo";"Paraíba";-6,96698;-34,83943;5;31,915
250330;"ATIVO";"MUNIC";"Cachoeira dos Índios";"Paraíba";-6,92394;-38,6783;330;193,068
250340;"ATIVO";"MUNIC";"Cacimba de Areia";"Paraíba";-7,12847;-37,15822;272;220,38
250350;"ATIVO";"MUNIC";"Cacimba de Dentro";"Paraíba";-6,64002;-35,79282;535;168,107
250355;"ATIVO";"MUNIC";"Cacimbas";"Paraíba";-7,21236;-37,0604;632;126,543
250360;"ATIVO";"MUNIC";"Caiçara";"Paraíba";-6,61747;-35,46911;117;127,914
250370;"ATIVO";"MUNIC";"Cajazeiras";"Paraíba";-6,89046;-38,56053;306;565,899
250375;"ATIVO";"MUNIC";"Cajazeirinhas";"Paraíba";-6,96269;-37,79918;260;287,894
250380;"ATIVO";"MUNIC";"Caldas Brandão";"Paraíba";-7,17175;-35,34238;83;55,854
250390;"ATIVO";"MUNIC";"Camalaú";"Paraíba";-7,89124;-36,83161;554;543,688
250400;"ATIVO";"MUNIC";"Campina Grande";"Paraíba";-7,2215;-35,88386;540;594,182
250403;"ATIVO";"MUNIC";"Capim";"Paraíba";-6,91084;-35,16774;101;78,786
